Episode Time,Episode,Initial Temp,Target Temp,Total Reward,Mean Reward per Step,Total Steps,First Within Target Step
1718880070722,1,34.817274361987344,29.5,-246.23115394513155,-0.49246230789026313,500,
1718880521349,2,42.00999876751633,28.8,-142.69279663942436,-0.6606147992565943,216,
1718881564724,3,44.38735119410292,36.5,-304.2572041191241,-0.6085144082382482,500,
1718882608592,4,48.45453875921463,38.8,-302.5047374576896,-0.6050094749153792,500,
1718883651925,5,49.653778287137456,42.1,-234.3143439470298,-0.46862868789405965,500,
1718884695370,6,46.23700570293961,38.8,-265.3883725779614,-0.5307767451559228,500,
1718885739058,7,45.45590037029491,39.8,-265.05474982814,-0.5301094996562801,500,
1718886785121,8,49.672118610507,41.1,-283.5514831946854,-0.5671029663893707,500,
1718887831525,9,50.62461831518338,39.7,-326.6897716492374,-0.6533795432984748,500,
1718888876528,10,51.190801038619234,44.5,-224.5640766033309,-0.44912815320666183,500,
1718894602138,11,49.833720841993696,37.3,-223.31958461541996,-0.6686215108246106,334,
1718895646789,12,55.39910806023303,44.1,-297.4163996792414,-0.5948327993584828,500,
1718896690580,13,53.10730000479652,38.3,-385.89286721149966,-0.7717857344229994,500,
1718897733660,14,52.43495015094937,38.0,-347.7366428809002,-0.6954732857618005,500,
1718898777098,15,47.97830371766746,36.6,-343.5613348824475,-0.687122669764895,500,
1718899820695,16,49.06942234885524,36.8,-367.3054892108915,-0.734610978421783,500,
1718900864535,17,50.96016962978583,42.1,-256.9822450698215,-0.513964490139643,500,
1718901907447,18,47.71370010039574,36.9,-325.0055998524987,-0.6500111997049973,500,
1718902435322,19,47.334644766969426,34.2,-171.18475181459206,-0.676619572389692,253,
1718903478661,20,49.714410413074894,36.4,-369.7938199230226,-0.7395876398460453,500,
1718904521883,21,50.53845252229179,43.0,-242.2355746381992,-0.4844711492763984,500,
1718909730188,22,48.93385955106149,39.6,-135.0349335071123,-0.5467001356563251,247,
1718910776725,23,55.380049283337705,41.0,-345.53849714500615,-0.6910769942900123,500,
1718911821999,24,51.578352046576256,42.4,-283.0069799989845,-0.566013959997969,500,
1718912863729,25,51.44130721263197,38.6,-352.84664141367585,-0.7056932828273517,500,
1718913905453,26,50.28922685801143,35.6,-393.6406072021475,-0.787281214404295,500,
1718914947705,27,50.491538626794394,37.9,-355.9525065590558,-0.7119050131181116,500,
1718915989636,28,50.74121896118818,38.5,-310.19762391705336,-0.6203952478341067,500,
1718917031558,29,48.800955376398775,40.7,-264.706926990935,-0.52941385398187,500,
1718918074977,30,46.93598105370353,33.6,-380.2660347767253,-0.7605320695534505,500,
1718918676113,31,46.81730477065838,32.7,-201.3884256885316,-0.699265366974068,288,
1718919719425,32,47.88002641578903,35.0,-343.9658950461884,-0.6879317900923768,500,
1718924775118,33,45.54982115148064,40.3,-310.3311665699252,-0.6206623331398504,500,
1718925817386,34,51.91372349680046,40.4,-307.2410426538967,-0.6144820853077935,500,
1718926859613,35,49.771097608892,37.6,-311.5233386950114,-0.6230466773900227,500,
1718927901615,36,44.52735696781144,35.8,-317.3396130612716,-0.6346792261225432,500,
1718928943277,37,47.85556433250272,36.5,-337.64628843439476,-0.6752925768687895,500,
1718929985631,38,48.675439871907734,41.9,-216.86763839855786,-0.4337352767971157,500,
1718931027763,39,45.944905398856726,35.8,-304.68218370448216,-0.6093643674089643,500,
1718932069227,40,45.63096867472066,34.5,-344.0734041973341,-0.6881468083946682,500,
1718933111585,41,46.8107574781468,36.6,-302.4056762001384,-0.6048113524002767,500,
1718934153739,42,47.170097487879566,36.8,-314.9221347209205,-0.629844269441841,500,
1718939147008,43,47.82339990790517,33.8,-137.3822077953855,-0.6480292820537052,212,
1718940188927,44,50.7309697436168,36.3,-362.34882517809103,-0.724697650356182,500,
1718941230864,45,48.7997257610286,38.5,-300.531803973231,-0.601063607946462,500,
1718942273312,46,48.27609879775801,35.0,-337.9032637704449,-0.6758065275408898,500,
1718943315052,47,44.51719991910451,32.8,-334.77021055992856,-0.6695404211198571,500,
1718943703221,48,45.23352728016169,30.9,-124.2340574958492,-0.6679250403002646,186,
1718944745718,49,46.209773852109706,37.1,-301.4933108446393,-0.6029866216892786,500,
1718945787549,50,47.93019116225568,38.8,-263.3335074371127,-0.5266670148742254,500,
1718946829459,51,46.85107047370248,40.1,-233.58514959136934,-0.46717029918273867,500,
1718947871803,52,46.05097144415872,39.7,-235.94375699906874,-0.4718875139981375,500,
1718948913688,53,46.41586431456631,36.9,-291.91228103983656,-0.5838245620796731,500,
1718952131330,54,46.21813164459019,36.1,-189.82992338525622,-0.6045538961313892,314,
1718953173146,55,53.41144489804545,41.9,-294.9888614107251,-0.5899777228214502,500,
1718954216238,56,49.196118274511576,37.6,-338.2545556767886,-0.6765091113535772,500,
