Episode Time,Episode,Initial Temp,Target Temp,Total Reward,Mean Reward per Step,Total Steps,First Within Target Step
1718336842517,1,21.07115013539548,30.0,-228.28155434327948,-0.45656310868655897,500,
1718337851680,2,25.064349423637964,30.7,-226.5078697492797,-0.4530157394985594,500,
1718338860675,3,23.992070904729292,38.9,-388.83621263945076,-0.7776724252789016,500,
1718339869881,4,24.518776586063304,35.1,-316.29870955343694,-0.6325974191068738,500,
1718340878809,5,23.66255197734674,35.4,-339.3889282763961,-0.6787778565527922,500,
1718341887557,6,23.72600463561691,37.2,-376.3481237621725,-0.752696247524345,500,
1718342896510,7,23.315639993245618,35.0,-338.354807608559,-0.6767096152171179,500,
1718343905427,8,22.50912505034315,36.9,-391.46434127084666,-0.7829286825416933,500,
1718344914443,9,22.142765809719158,35.4,-369.3082521019115,-0.738616504203823,500,
1718345017374,10,22.030308971363233,37.0,-31.95270887129612,-0.6265237033587475,51,
1718351053458,11,21.593649084551572,33.8,-328.0130895974261,-0.6560261791948522,500,
1718352062178,12,25.377729479431288,31.0,-233.21425749912822,-0.46642851499825644,500,
1718353071298,13,23.651192168807817,29.4,-221.0387996211995,-0.442077599242399,500,
1718354080714,14,23.070534374272597,29.9,-236.34897603781437,-0.47269795207562876,500,
1718355089501,15,23.163255350065317,30.2,-236.6129660243515,-0.473225932048703,500,
1718356098473,16,23.58392935829054,36.1,-334.33216222502546,-0.6686643244500509,500,
1718357107707,17,25.02587640220881,34.1,-276.91029494584956,-0.5538205898916991,500,
1718358116600,18,25.468428767621436,37.4,-327.18152097629525,-0.6543630419525905,500,
1718359125775,19,26.46934127402191,38.0,-324.4720314280796,-0.6489440628561592,500,
1718360134666,20,27.057267435915115,37.5,-317.7075386812209,-0.6354150773624418,500,
1718366169821,21,26.242426877142808,37.2,-326.4530637419382,-0.6529061274838764,500,
1718367178768,22,27.25969536578262,36.6,-303.9614024360171,-0.6079228048720342,500,
1718368187704,23,25.99094117103602,32.7,-247.81459463009352,-0.49562918926018706,500,
1718369196751,24,24.908400758374803,34.3,-290.0118689301422,-0.5800237378602844,500,
1718370205520,25,24.7908731915712,30.4,-195.49118336830603,-0.3909823667366121,500,
1718371214433,26,26.70772433383094,39.0,-292.8466494857302,-0.5856932989714604,500,
1718372223172,27,33.10703281526503,41.9,-219.78525164709208,-0.4395705032941842,500,
1718373231847,28,38.172688423443276,25.9,-371.1562348743085,-0.742312469748617,500,
1718374240418,29,39.17507221393471,44.4,-191.28806129186077,-0.38257612258372153,500,
1718375249348,30,40.48270305640132,25.9,-385.5874579267698,-0.7711749158535396,500,
1718380430526,31,40.68140390830216,32.1,-297.71196650728604,-0.5966171673492706,499,
1718381438959,32,50.6268053004253,38.5,-269.9872516073727,-0.5399745032147454,500,
1718382447493,33,44.65442953808566,30.2,-386.4679821661434,-0.7729359643322867,500,
1718383456350,34,43.32779806847647,36.6,-209.6392153383633,-0.4192784306767266,500,
1718384465272,35,41.290681334240006,35.9,-205.17409330941368,-0.4103481866188274,500,
1718385474218,36,39.67400252776444,34.6,-147.53792182480208,-0.29507584364960415,500,
1718386483032,37,35.336277150741836,27.8,-205.87105817217864,-0.41174211634435726,500,
1718387491791,38,30.12044507652967,25.1,-177.71216416453032,-0.3554243283290606,500,
1718388500613,39,27.758099181655886,39.6,-317.0658585534818,-0.6341317171069636,500,
1718389509661,40,32.08071079627296,44.1,-277.77276126521787,-0.5555455225304358,500,
1718395545382,41,36.1800128492784,43.9,-231.62943858215021,-0.4632588771643004,500,
1718396554328,42,49.85495103741273,35.1,-284.6196993470676,-0.5692393986941352,500,
1718397562972,43,42.590848527985145,37.3,-221.6632265680279,-0.44332645313605584,500,
