Episode Time,Episode,Initial Temp,Target Temp,Total Reward,Mean Reward per Step,Total Steps,First Within Target Step
1717602439006,1,28.407618246988378,42.6,-219.43442279009116,-0.4388688455801823,500,
1717602620036,2,41.85920887404481,27.4,-57.4078734984698,-0.6378652610941089,90,
1717603625198,3,42.96599261783125,35.9,-285.1009886175688,-0.5702019772351377,500,
1717604630470,4,46.57686546929592,38.5,-272.7112473620033,-0.5454224947240066,500,
1717605635962,5,47.385517297918426,37.6,-300.1136292989442,-0.6002272585978884,500,
1717616708850,7,27.34767385840091,34.5,-156.90406353713024,-0.3138081270742605,500,186
1717617713939,8,39.99349176075425,45.0,-154.10107127609172,-0.3082021425521834,500,
1717618719112,9,43.87124946476925,35.9,-272.6978445936876,-0.5453956891873751,500,
1717619724448,10,45.0980624222488,32.6,-353.42690227524633,-0.7068538045504926,500,
1717620729609,11,45.42317663833289,33.6,-336.72896787933104,-0.6734579357586621,500,
1717631808604,13,28.92900217913851,36.6,-161.10847845191844,-0.3222169569038369,500,184
1717632813683,14,42.613702859717975,32.0,-361.90519347846947,-0.7238103869569389,500,
1717633818928,15,46.90751654811697,39.3,-273.5316781935911,-0.5470633563871823,500,
1717634824465,16,48.69532437748905,36.1,-357.9638600747397,-0.7159277201494795,500,
1717635829572,17,49.56945609022222,43.5,-219.0700246498968,-0.4381400492997936,500,
1717646903775,19,29.504497259680562,34.5,-147.9966366396777,-0.2959932732793554,500,146
1717647908819,20,39.73093987343212,44.8,-141.85036453219413,-0.28370072906438826,500,
1717648914093,21,43.962124831213245,35.7,-275.3583661372394,-0.5507167322744788,500,
1717649919341,22,44.42139560256348,38.4,-238.39604330289112,-0.4767920866057822,500,
1717650924406,23,45.609084927134205,39.0,-232.09686976365043,-0.46419373952730086,500,
1717662003936,25,31.62855398315787,26.5,-317.4753272856577,-0.6349506545713155,500,
1717663009403,26,40.95121016159783,35.1,-260.90624975565385,-0.5218124995113077,500,
1717664014669,27,44.52994652340476,35.6,-292.7066447537361,-0.5854132895074722,500,
1717665019813,28,45.70177468100809,36.4,-295.81335398770744,-0.5916267079754148,500,
1717666025019,29,46.19192352123741,34.8,-336.59073985475936,-0.6731814797095187,500,
1717676910031,31,35.23023528056308,27.5,-266.8691223203237,-0.6589361044946264,405,
1717677398628,32,43.28091544790169,29.8,-163.61400957686757,-0.6733086813862863,243,
1717678403940,33,45.060225526137046,36.8,-284.98504248628524,-0.5699700849725705,500,
1717679409328,34,46.47149994046855,40.5,-233.23441952946297,-0.46646883905892594,500,
1717680414609,35,47.517616907628664,42.4,-206.044369731624,-0.412088739463248,500,
1717691495660,37,35.88065311526485,43.8,-151.5778030925611,-0.3031556061851222,500,215
1717692100785,38,49.018907886616596,34.4,-213.56410300952786,-0.709515292390458,301,
1717693106297,39,49.545281836011824,38.8,-317.97159515773893,-0.6359431903154779,500,
1717694111453,40,49.961871698446494,40.2,-319.17130356351896,-0.6383426071270379,500,
1717695116790,41,51.68385905719697,40.1,-342.90546345691683,-0.6858109269138337,500,
1717706188517,43,33.14869846172693,27.5,-319.5942654728888,-0.6391885309457777,500,
1717707193973,44,40.20472429943062,30.0,-341.5040071966539,-0.6830080143933078,500,
1717708199290,45,42.02669884229353,28.4,-373.91145517787777,-0.7478229103557555,500,
1717709204682,46,42.122584783569025,34.8,-316.5448148244353,-0.6330896296488706,500,
1717710209856,47,47.68971412682887,37.0,-333.3756701717684,-0.6667513403435368,500,
1717721165418,49,35.26927076834339,44.5,-123.13345289589901,-0.2785824726151561,442,393
1717721442877,50,44.59933366261499,30.4,-90.38344862672423,-0.6549525262806104,138,
1717722448210,51,46.07467984689172,39.4,-262.92989624925576,-0.5258597924985116,500,
1717723453625,52,48.715902758500164,35.5,-372.3366891646447,-0.7446733783292895,500,
1717724458875,53,49.46057975294015,36.0,-371.0075661374073,-0.7420151322748146,500,
1717735180484,55,32.89462069833061,26.4,-195.25070980560966,-0.6063686639925766,322,
1717735385618,56,42.44496071116792,28.3,-64.94159543834284,-0.6366823082190475,102,
1717735504223,57,44.01504131831599,29.1,-37.4941935005784,-0.6354948050945491,59,
1717736509465,58,44.6867270448745,38.4,-269.60912789066714,-0.5392182557813343,500,
1717737514867,59,47.99720677748789,38.8,-299.5306407156099,-0.5990612814312197,500,
1717761731274,61,34.68800701736346,43.1,-152.98028635573786,-0.3059605727114757,500,262
1717762252014,62,46.911377512693,33.9,-175.39915822219626,-0.6772168271127269,259,
1717763257520,63,49.20923582748971,38.8,-332.70896706735897,-0.665417934134718,500,
1717764262826,64,51.69964278269772,38.3,-377.23478852454497,-0.7544695770490899,500,
1717765268207,65,52.53694653737816,42.8,-301.4441346040402,-0.6028882692080804,500,
1717775466350,67,39.792998406458025,25.2,-39.59830061235546,-0.6386822679412171,62,
1717776471844,68,40.99899084690111,33.9,-276.1914579995292,-0.5523829159990583,500,
1717777476993,69,44.224231871398636,30.9,-371.747062415011,-0.743494124830022,500,
1717778482412,70,44.814620315615386,37.5,-250.78134860077145,-0.5015626972015429,500,
1717779487848,71,45.24779167552832,33.0,-348.7150112004043,-0.6974300224008086,500,
1717790561796,73,33.855010659532184,40.4,-127.69946447273655,-0.2553989289454731,500,267
1717791567460,74,42.460660803809446,32.5,-299.6686411551904,-0.5993372823103809,500,
1717792572894,75,42.41626926935935,27.5,-397.72015645167295,-0.7954403129033459,500,
1717793578027,76,42.189518380402305,27.3,-399.09393861668696,-0.7981878772333739,500,
1717794583359,77,42.09773528583686,36.0,-218.6609949471558,-0.43732198989431165,500,
1717805663820,79,33.73689774733346,43.7,-244.41689905582757,-0.4888337981116551,500,
1717806669317,80,38.12255623777865,43.2,-187.42713204789905,-0.3748542640957981,500,
1717807674654,81,39.43241228899021,44.5,-195.73400839905614,-0.3914680167981123,500,
1717808680091,82,40.24082582158935,31.1,-282.90263090831996,-0.5658052618166399,500,
1717809685339,83,40.39845469226479,29.8,-306.0028971032205,-0.612005794206441,500,
1717820762229,85,35.70342066031489,40.7,-146.1621730996014,-0.29232434619920283,500,
1717821767653,86,39.108953401092634,44.7,-172.20896713854452,-0.34441793427708906,500,
1717822772917,87,42.121068586080526,35.8,-211.49637860628943,-0.42299275721257884,500,
1717823778405,88,40.751317706807725,31.4,-280.90878245177316,-0.5618175649035463,500,
1717824783698,89,40.421945652784885,32.6,-254.71974196050198,-0.5094394839210039,500,
1717835864133,91,32.362946286213926,41.4,-180.25317113976595,-0.36050634227953193,500,
1717836869392,92,39.199630164866015,44.3,-159.73465045657812,-0.31946930091315623,500,
1717837875466,93,42.05688800393173,34.3,-248.97541497615055,-0.4979508299523011,500,
1717838880882,94,41.64332748920549,35.9,-216.17212062711837,-0.43234424125423676,500,
1717839886157,95,41.887182152944106,27.5,-384.8423509597103,-0.7696847019194206,500,
