Episode Time,Episode,Initial Temp,Target Temp,Total Reward,Mean Reward per Step,Total Steps,First Within Target Step
1717148009378,1,21.404369950753335,34.3,-270.1387131033771,-0.5402774262067541,500,
1717149014665,2,27.957310845089324,38.1,-297.0729216019094,-0.5941458432038188,500,
1717150019553,3,28.576043843344102,42.0,-355.88017555850087,-0.7117603511170018,500,
1717151024845,4,28.741501241112267,42.1,-350.83011101250537,-0.7016602220250108,500,
1717152030058,5,30.176333588735655,25.1,-211.07791921582918,-0.4221558384316584,500,
1717153035287,6,30.78063024351958,25.7,-207.66942583675868,-0.41533885167351736,500,
1717154040415,7,31.173423477638252,25.3,-221.8843710277127,-0.4437687420554254,500,
1717155045371,8,31.695459298876912,37.0,-213.24716355551965,-0.4264943271110393,500,
1717156050459,9,31.55707191426192,26.0,-206.83935832912712,-0.41367871665825423,500,
1717157055742,10,31.619255834228092,26.5,-209.34429420132375,-0.4186885884026475,500,
1717158060937,11,32.390609150739124,40.1,-261.2138537113538,-0.5224277074227076,500,
1717159065964,12,32.17285805643088,44.9,-361.3523104525699,-0.7227046209051398,500,
1717160071244,13,31.442363343445997,41.1,-287.9601661166802,-0.5759203322333605,500,
1717161076262,14,32.17500374267996,42.8,-313.1428715629312,-0.6262857431258624,500,
1717162081244,15,32.3600076299534,25.9,-231.74113196897935,-0.4634822639379587,500,
1717163086423,16,32.085469362677266,38.4,-210.617559788949,-0.421235119577898,500,
1717164091807,17,32.448543595422926,43.2,-315.5642650426003,-0.6311285300852006,500,
1717165096917,18,32.770382753529674,42.3,-288.5400524889495,-0.5770801049778991,500,
1717166101882,19,33.354783008768486,43.6,-303.04175910107097,-0.6060835182021419,500,
1717167107097,20,33.42274861860135,40.9,-255.0128084284459,-0.5100256168568919,500,
1717168112314,21,33.01339914941106,27.6,-215.23829750562973,-0.43047659501125946,500,
1717169117486,22,33.761482377277275,28.5,-196.44593687698602,-0.39289187375397205,500,
1717170122700,23,33.54561718237376,25.8,-260.07518743041913,-0.5201503748608383,500,
1717171127960,24,33.624108690828706,26.2,-247.9385510337489,-0.4958771020674978,500,
1717172133269,25,33.53421241875158,26.5,-240.20449352212248,-0.48040898704424495,500,
1717173138517,26,33.60391679402731,25.1,-269.04044663688535,-0.5380808932737707,500,
1717174143675,27,33.30566222025279,28.1,-205.75394143616202,-0.41150788287232404,500,
1717175148801,28,33.06832373496394,41.1,-262.63210502621894,-0.5252642100524378,500,
1717176154154,29,32.90230022254423,25.6,-249.07252160744258,-0.4981450432148852,500,
1717177159308,30,32.78861406472737,27.7,-203.01722189094227,-0.4060344437818845,500,
1717178164309,31,32.626688163884715,27.6,-192.73592822319182,-0.38547185644638365,500,
1717179169417,32,32.18411441993071,26.9,-209.70887184754466,-0.41941774369508933,500,
1717180174439,33,32.29510902919235,26.6,-201.57686925869916,-0.40315373851739833,500,
1717181179649,34,31.464645625357054,25.6,-213.18619425879618,-0.42637238851759235,500,
1717182184905,35,31.164939816612172,25.5,-218.56368656408273,-0.43712737312816546,500,
1717183189919,36,30.9673435665312,38.9,-260.25872845250314,-0.5205174569050063,500,
1717184195065,37,30.92220021528449,37.2,-230.3289326375801,-0.46065786527516017,500,
1717185200254,38,30.39221129518151,25.4,-208.69349257856982,-0.4173869851571396,500,
1717186205330,39,30.957314059186174,42.9,-346.9866799474158,-0.6939733598948316,500,
1717187210341,40,30.507753121800576,37.9,-252.74420037169605,-0.5054884007433921,500,
1717188215534,41,30.6739562279921,43.7,-359.5342225266493,-0.7190684450532986,500,
1717189220734,42,30.628202361608977,43.7,-363.02419247084174,-0.7260483849416834,500,
1717190226138,43,30.588464479355792,37.4,-238.7351678172956,-0.4774703356345912,500,
1717191231097,44,30.133742575415116,36.4,-226.12580462008532,-0.45225160924017066,500,
1717192236429,45,29.916772135211254,37.5,-247.65554456906688,-0.49531108913813376,500,
1717193241625,46,29.86910330190634,37.5,-256.91525998851193,-0.5138305199770239,500,
1717194246973,47,29.536998770068543,43.1,-363.21235121654087,-0.7264247024330818,500,
1717195252190,48,29.785354361353864,35.0,-198.79843748143014,-0.3975968749628603,500,
1717196257610,49,30.260061682755026,36.9,-236.143240569365,-0.47228648113873,500,
1717197262775,50,29.98663270825285,44.6,-394.8011905992668,-0.7896023811985337,500,
